bowler,format,innings_bowled,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate,five_wkts,four_wkts,best_wkts,best_bowling,matches
S Waqas Ahmed,T20I,8,138,154.0,8,52,6,0,23.0,6.7,19.25,37.68,17.25,0.0,0.0,2.0,2/21.0,8
Bhargav Narasimha,T20I,6,102,112.0,8,48,9,0,17.0,6.59,14.0,47.06,12.75,0.0,0.0,3.0,3/19.0,6
JK Kamande,T20I,4,90,98.0,8,36,2,0,15.0,6.53,12.25,40.0,11.25,0.0,0.0,3.0,3/47.0,6
JK Mukhiya,T20I,9,132,150.0,8,59,5,0,22.0,6.82,18.75,44.7,16.5,0.0,0.0,3.0,3/34.0,9
E Ndubudem,T20I,7,138,123.0,8,69,7,0,23.0,5.35,15.38,50.0,17.25,0.0,0.0,2.0,2/13.0,7
E Prokic,T20I,10,176,193.0,8,67,31,16,29.3,6.58,24.12,38.07,22.0,0.0,0.0,3.0,3/5.0,11
E Schiferli,ODI,9,381,319.0,8,225,7,3,63.5,5.02,39.88,59.06,47.62,0.0,0.0,2.0,2/34.0,9
Chaudhary Akram,T20I,9,121,165.0,8,39,2,1,20.2,8.18,20.62,32.23,15.12,0.0,0.0,2.0,2/13.0,15
Mushfiqur Rahman,ODI,14,643,498.0,8,405,9,0,107.2,4.65,62.25,62.99,80.38,0.0,0.0,2.0,2/29.0,14
Abdur Rauf,ODI,4,220,212.0,8,118,4,6,36.7,5.78,26.5,53.64,27.5,0.0,0.0,3.0,3/21.0,4
LA Doran,BBL,13,192,242.0,8,63,1,0,32.0,7.56,30.25,32.81,24.0,0.0,0.0,2.0,2/22.0,13
L Monanthane,T20I,11,166,225.0,8,67,16,0,27.7,8.13,28.12,40.36,20.75,0.0,0.0,3.0,3/29.0,11
L Phiri,ODI,12,342,293.0,8,170,18,0,57.0,5.14,36.62,49.71,42.75,0.0,0.0,1.0,1/14.0,13
L Scott,BBL,12,139,221.0,8,46,4,0,23.2,9.54,27.62,33.09,17.38,0.0,0.0,3.0,3/9.0,19
L Wahmowe,T20I,3,60,58.0,8,30,10,0,10.0,5.8,7.25,50.0,7.5,0.0,1.0,4.0,4/16.0,3
SKS Gill,T20I,14,198,256.0,8,73,7,1,33.0,7.76,32.0,36.87,24.75,0.0,0.0,2.0,2/14.0,38
Muzahir Raza,T20I,6,114,164.0,8,51,8,0,19.0,8.63,20.5,44.74,14.25,0.0,0.0,3.0,3/40.0,6
N Brand,Test,1,234,171.0,8,134,2,0,39.0,4.38,21.38,57.26,29.25,1.0,0.0,8.0,8/169.0,2
N M'shangwe,Test,2,790,435.0,8,535,1,0,131.7,3.3,54.38,67.72,98.75,1.0,0.0,5.0,5/208.0,2
BAD Manenti,T20I,12,264,333.0,8,105,9,0,44.0,7.57,41.62,39.77,33.0,0.0,0.0,2.0,2/8.0,12
BB Sran,ODI,6,303,269.0,8,168,14,1,50.5,5.33,33.62,55.45,37.88,0.0,0.0,3.0,3/53.0,6
AB Kaur,T20I,19,252,318.0,8,106,11,0,42.0,7.57,39.75,42.06,31.5,0.0,0.0,2.0,2/23.0,23
PR Surve,T20I,14,171,236.0,8,60,1,0,28.5,8.28,29.5,35.09,21.38,0.0,0.0,3.0,3/28.0,35
PWA Mulder,T20I,10,121,195.0,8,40,12,1,20.2,9.67,24.38,33.06,15.12,0.0,0.0,2.0,2/10.0,10
Z Groenewald,T20I,10,168,163.0,8,85,5,0,28.0,5.82,20.38,50.6,21.0,0.0,0.0,3.0,3/20.0,10
Shohely Akhter,T20I,8,132,109.0,8,57,1,0,22.0,4.95,13.62,43.18,16.5,0.0,1.0,4.0,4/7.0,9
DJG Sammy,PSL,15,155,247.0,8,35,5,1,25.8,9.56,30.88,22.58,19.38,0.0,0.0,2.0,2/21.0,48
AE Paraam,T20I,9,186,273.0,8,65,2,0,31.0,8.81,34.12,34.95,23.25,0.0,0.0,2.0,2/21.0,12
DC Delany,T20I,7,147,198.0,8,52,9,0,24.5,8.08,24.75,35.37,18.38,0.0,0.0,2.0,2/12.0,7
J Botha,CPL,10,144,172.0,8,63,5,0,24.0,7.17,21.5,43.75,18.0,0.0,0.0,2.0,2/22.0,13
Aaron Jones,T20I,11,116,138.0,8,47,1,0,19.3,7.14,17.25,40.52,14.5,0.0,0.0,2.0,2/6.0,47
Saqib Zulfiqar,ODI,10,276,298.0,8,124,8,0,46.0,6.48,37.25,44.93,34.5,0.0,0.0,3.0,3/59.0,11
Dhananjay Rao,T20I,8,132,155.0,8,66,15,0,22.0,7.05,19.38,50.0,16.5,0.0,1.0,4.0,4/13.0,8
MN Waller,Test,6,456,218.0,8,305,0,0,76.0,2.87,27.25,66.89,57.0,1.0,0.0,6.0,6/124.0,14
GJ Maxwell,PSL,6,96,135.0,8,27,2,0,16.0,8.44,16.88,28.12,12.0,0.0,0.0,3.0,3/20.0,9
GJ Maxwell,Test,7,462,341.0,8,298,0,0,77.0,4.43,42.62,64.5,57.75,0.0,1.0,4.0,4/127.0,7
JN Mohammed,ODI,16,440,340.0,8,220,2,0,73.3,4.64,42.5,50.0,55.0,0.0,0.0,3.0,3/47.0,31
JO Adedeji,T20I,13,204,222.0,8,83,1,0,34.0,6.53,27.75,40.69,25.5,0.0,0.0,2.0,2/14.0,46
T Makusha,ODI,10,398,320.0,8,244,43,3,66.3,4.82,40.0,61.31,49.75,0.0,0.0,2.0,2/9.0,11
DW Steyn,PSL,7,131,182.0,8,57,7,1,21.8,8.34,22.75,43.51,16.38,0.0,0.0,2.0,2/28.0,7
H Mbam,T20I,4,64,63.0,8,34,6,0,10.7,5.91,7.88,53.12,8.0,0.0,0.0,3.0,3/1.0,5
KA Maharaj,CPL,7,162,236.0,8,53,3,0,27.0,8.74,29.5,32.72,20.25,0.0,0.0,3.0,3/42.0,7
Arshad Khan,ODI,7,337,251.0,8,170,2,1,56.2,4.47,31.38,50.45,42.12,0.0,0.0,3.0,3/33.0,7
PM Liyanagamage,ODI,10,377,446.0,8,185,26,1,62.8,7.1,55.75,49.07,47.12,0.0,0.0,3.0,3/35.0,10
BM Halliday,ODI,18,315,289.0,8,156,8,3,52.5,5.5,36.12,49.52,39.38,0.0,0.0,1.0,1/11.0,55
L Gregory,PSL,12,175,273.0,8,49,1,0,29.2,9.36,34.12,28.0,21.88,0.0,1.0,4.0,4/25.0,13
Syed Aqeel Israr,T20I,9,154,151.0,8,69,9,1,25.7,5.88,18.88,44.81,19.25,0.0,0.0,2.0,2/20.0,10
Shuvagata Hom,Test,7,846,506.0,8,540,2,0,141.0,3.59,63.25,63.83,105.75,0.0,0.0,3.0,3/94.0,8
T Salcedo,T20I,2,48,29.0,8,39,14,1,8.0,3.62,3.62,81.25,6.0,1.0,0.0,5.0,5/4.0,2
Tanwir Afzal,ODI,12,500,386.0,8,325,7,2,83.3,4.63,48.25,65.0,62.5,0.0,0.0,2.0,2/27.0,13
R Lungu,T20I,5,116,106.0,8,61,1,2,19.3,5.48,13.25,52.59,14.5,0.0,0.0,3.0,3/18.0,5
C Bwanali,T20I,12,154,134.0,8,74,6,2,25.7,5.22,16.75,48.05,19.25,0.0,0.0,2.0,2/7.0,21
Ebadat Hossain,T20I,4,94,140.0,8,34,9,3,15.7,8.94,17.5,36.17,11.75,0.0,1.0,4.0,4/43.0,4
IMHC Joyce,ODI,8,375,229.0,8,238,8,5,62.5,3.66,28.62,63.47,46.88,0.0,1.0,4.0,4/38.0,8
MJ Guptill,Test,15,429,298.0,8,267,0,1,71.5,4.17,37.25,62.24,53.62,0.0,0.0,3.0,3/11.0,47
Dolar Mahmud,ODI,7,213,258.0,8,109,10,3,35.5,7.27,32.25,51.17,26.62,0.0,1.0,4.0,4/26.0,7
JL Jonassen,Test,6,834,327.0,8,653,0,1,139.0,2.35,40.88,78.3,104.25,0.0,0.0,3.0,3/50.0,6
RS Quyn,T20I,15,327,295.0,8,167,10,0,54.5,5.41,36.88,51.07,40.88,0.0,0.0,2.0,2/12.0,17
Sinan Khan,T20I,6,84,129.0,8,34,10,0,14.0,9.21,16.12,40.48,10.5,0.0,0.0,3.0,3/33.0,8
S MacMahon,ODI,10,356,318.0,8,186,27,2,59.3,5.36,39.75,52.25,44.5,0.0,0.0,2.0,2/39.0,13
S Malla,T20I,4,78,88.0,8,37,1,0,13.0,6.77,11.0,47.44,9.75,0.0,1.0,4.0,4/31.0,4
KC Cariappa,IPL,11,218,348.0,8,62,6,2,36.3,9.58,43.5,28.44,27.25,0.0,0.0,2.0,2/16.0,11
N Robertson-Jack,T20I,5,82,89.0,8,43,4,0,13.7,6.51,11.12,52.44,10.25,0.0,0.0,3.0,3/16.0,5
GRD Munasinghe,T20I,4,96,109.0,8,44,4,0,16.0,6.81,13.62,45.83,12.0,0.0,1.0,4.0,4/10.0,4
Syeda Aroob Shah,T20I,14,235,273.0,8,90,3,1,39.2,6.97,34.12,38.3,29.38,0.0,0.0,2.0,2/9.0,15
T Araliya,T20I,9,134,161.0,8,54,21,6,22.3,7.21,20.12,40.3,16.75,0.0,0.0,2.0,2/15.0,12
Waheed Ahmed,T20I,12,186,218.0,8,65,3,0,31.0,7.03,27.25,34.95,23.25,0.0,0.0,3.0,3/21.0,13
CM Wright,ODI,7,306,228.0,8,197,11,0,51.0,4.47,28.5,64.38,38.25,0.0,0.0,3.0,3/22.0,7
A Conteh,T20I,5,110,114.0,8,45,6,2,18.3,6.22,14.25,40.91,13.75,0.0,1.0,4.0,4/7.0,6
SR Thompson,Test,2,306,167.0,8,226,1,7,51.0,3.27,20.88,73.86,38.25,1.0,0.0,5.0,5/92.0,2
SS Shukla,T20I,7,114,97.0,8,50,0,0,19.0,5.11,12.12,43.86,14.25,0.0,0.0,3.0,3/19.0,7
Abdul Waheed,T20I,13,132,156.0,8,52,5,0,22.0,7.09,19.5,39.39,16.5,0.0,0.0,3.0,3/11.0,48
Abdullah Jasat,T20I,7,138,173.0,8,63,9,0,23.0,7.52,21.62,45.65,17.25,0.0,0.0,3.0,3/26.0,7
VM Vaghela,T20I,3,60,40.0,8,33,1,0,10.0,4.0,5.0,55.0,7.5,0.0,1.0,4.0,4/11.0,3
PKD Chase,T20I,7,145,244.0,8,49,7,4,24.2,10.1,30.5,33.79,18.12,0.0,1.0,4.0,4/32.0,7
Kainat Imtiaz,T20I,10,121,127.0,8,46,2,1,20.2,6.3,15.88,38.02,15.12,0.0,1.0,4.0,4/19.0,19
Kabir Berlia,T20I,6,115,161.0,8,46,1,0,19.2,8.4,20.12,40.0,14.38,0.0,0.0,3.0,3/41.0,6
CD Barnwell,CPL,15,163,294.0,8,50,17,1,27.2,10.82,36.75,30.67,20.38,0.0,0.0,2.0,2/4.0,51
Ashraful Shuvo,T20I,7,138,148.0,8,68,9,0,23.0,6.43,18.5,49.28,17.25,0.0,1.0,4.0,4/31.0,7
CE Dean,Test,3,408,249.0,8,277,0,0,68.0,3.66,31.12,67.89,51.0,1.0,0.0,6.0,6/135.0,3
A Akurut,T20I,7,127,105.0,8,60,1,0,21.2,4.96,13.12,47.24,15.88,0.0,0.0,2.0,2/6.0,10
S Nadeem,Test,2,468,273.0,8,335,0,10,78.0,3.5,34.12,71.58,58.5,0.0,2.0,4.0,4/40.0,2
Khin Aye,T20I,14,169,255.0,8,70,16,1,28.2,9.05,31.88,41.42,21.12,0.0,0.0,2.0,2/3.0,29
KDC Clarke,ODI,4,181,196.0,8,75,4,1,30.2,6.5,24.5,41.44,22.62,0.0,1.0,4.0,4/52.0,4
NB Mahwire,ODI,9,366,295.0,8,228,23,8,61.0,4.84,36.88,62.3,45.75,0.0,0.0,2.0,2/37.0,10
DE Burgess,T20I,10,119,147.0,8,49,2,0,19.8,7.41,18.38,41.18,14.88,0.0,0.0,3.0,3/14.0,12
T Shamsi,BBL,4,89,84.0,8,39,0,0,14.8,5.66,10.5,43.82,11.12,0.0,1.0,4.0,4/15.0,4
R Telemachus,ODI,4,228,213.0,8,122,8,12,38.0,5.61,26.62,53.51,28.5,0.0,0.0,3.0,3/34.0,4
NJ Amongin,T20I,6,127,69.0,8,82,3,0,21.2,3.26,8.62,64.57,15.88,0.0,0.0,3.0,3/12.0,7
NJ Astle,ODI,21,401,340.0,8,178,3,0,66.8,5.09,42.5,44.39,50.12,0.0,0.0,3.0,3/34.0,44
D Bishoo,T20I,7,123,137.0,8,51,1,2,20.5,6.68,17.12,41.46,15.38,0.0,1.0,4.0,4/17.0,7
Nahid Rana,T20I,5,96,147.0,8,42,5,3,16.0,9.19,18.38,43.75,12.0,0.0,1.0,4.0,4/25.0,5
AW Hawkins-Kay,T20I,9,132,161.0,8,54,3,0,22.0,7.32,20.12,40.91,16.5,0.0,0.0,2.0,2/9.0,9
SK Lahiri,T20I,3,54,64.0,8,29,2,0,9.0,7.11,8.0,53.7,6.75,1.0,0.0,5.0,5/17.0,4
U Bayarjavkhlan,T20I,10,170,195.0,8,82,34,1,28.3,6.88,24.38,48.24,21.25,0.0,0.0,3.0,3/16.0,12
S Molineux,Test,3,462,174.0,8,369,0,0,77.0,2.26,21.75,79.87,57.75,0.0,2.0,4.0,4/68.0,3
G Kodali,ODI,9,363,342.0,8,211,23,0,60.5,5.65,42.75,58.13,45.38,1.0,0.0,5.0,5/40.0,9
NJ Carey,WPL,6,120,178.0,8,45,2,0,20.0,8.9,22.25,37.5,15.0,0.0,0.0,3.0,3/37.0,6
NJ Shaw,Test,2,489,177.0,8,391,1,0,81.5,2.17,22.12,79.96,61.12,1.0,0.0,5.0,5/101.0,2
NKF Rada Rani,T20I,9,180,140.0,8,90,6,1,30.0,4.67,17.5,50.0,22.5,0.0,0.0,2.0,2/12.0,28
Zawar Farid,ODI,7,201,187.0,8,111,4,0,33.5,5.58,23.38,55.22,25.12,0.0,1.0,4.0,4/30.0,10
KP Pietersen,ODI,22,389,364.0,8,179,14,0,64.8,5.61,45.5,46.02,48.62,0.0,0.0,3.0,3/22.0,125
Zeeshan Ansari,IPL,10,204,333.0,8,48,5,1,34.0,9.79,41.62,23.53,25.5,0.0,0.0,3.0,3/42.0,10
MM Dekeling,T20I,11,150,155.0,8,58,3,1,25.0,6.2,19.38,38.67,18.75,0.0,0.0,3.0,3/5.0,25
S Randiv,IPL,8,174,223.0,8,60,6,0,29.0,7.69,27.88,34.48,21.75,0.0,0.0,2.0,2/24.0,8
S Randiv,T20I,7,126,139.0,8,44,2,0,21.0,6.62,17.38,34.92,15.75,0.0,0.0,3.0,3/20.0,7
S Ravoka,T20I,5,120,128.0,8,54,2,0,20.0,6.4,16.0,45.0,15.0,0.0,0.0,3.0,3/18.0,5
CC van Slobbe,T20I,5,105,90.0,7,51,8,0,17.5,5.14,12.86,48.57,15.0,0.0,0.0,3.0,3/24.0,5
P Bhart,T20I,8,162,154.0,7,76,9,0,27.0,5.7,22.0,46.91,23.14,0.0,0.0,2.0,2/29.0,8
KN Chaddha,T20I,6,65,75.0,7,28,2,0,10.8,6.92,10.71,43.08,9.29,0.0,1.0,4.0,4/13.0,15
P Cabebula,T20I,5,99,115.0,7,47,11,0,16.5,6.97,16.43,47.47,14.14,0.0,0.0,3.0,3/15.0,5
Muhammad Ajmal,T20I,8,126,132.0,7,67,10,0,21.0,6.29,18.86,53.17,18.0,0.0,1.0,4.0,4/4.0,11
A Alexander,T20I,6,70,72.0,7,40,6,1,11.7,6.17,10.29,57.14,10.0,0.0,0.0,3.0,3/17.0,16
Zulqarnain Haider,T20I,5,78,71.0,7,44,0,0,13.0,5.46,10.14,56.41,11.14,0.0,0.0,3.0,3/19.0,7
MW Parkinson,T20I,6,120,198.0,7,32,5,0,20.0,9.9,28.29,26.67,17.14,0.0,1.0,4.0,4/47.0,6
C Murrombe,T20I,6,112,149.0,7,33,10,1,18.7,7.98,21.29,29.46,16.0,0.0,1.0,4.0,4/2.0,10
M Martinez,T20I,14,254,226.0,7,136,25,7,42.3,5.34,32.29,53.54,36.29,0.0,0.0,1.0,1/1.0,15
Amir Hayat,T20I,4,85,103.0,7,38,1,1,14.2,7.27,14.71,44.71,12.14,0.0,0.0,3.0,3/16.0,4
BM Wheeler,T20I,6,130,216.0,7,53,10,2,21.7,9.97,30.86,40.77,18.57,0.0,0.0,2.0,2/13.0,6
B Siddharth,ODI,6,263,182.0,7,166,8,0,43.8,4.15,26.0,63.12,37.57,0.0,0.0,3.0,3/43.0,6
SR Patel,Test,6,858,421.0,7,634,0,0,143.0,2.94,60.14,73.89,122.57,0.0,0.0,3.0,3/164.0,6
KY Wilfried,T20I,8,129,257.0,7,37,27,3,21.5,11.95,36.71,28.68,18.43,0.0,0.0,3.0,3/31.0,10
AS Mehmi,T20I,12,177,221.0,7,62,4,1,29.5,7.49,31.57,35.03,25.29,0.0,0.0,2.0,2/12.0,14
OJ Webster,T20I,5,115,130.0,7,50,2,1,19.2,6.78,18.57,43.48,16.43,0.0,0.0,3.0,3/33.0,6
Younis Khan,Test,20,596,351.0,7,418,2,8,99.3,3.53,50.14,70.13,85.14,0.0,1.0,4.0,4/50.0,81
AJ Finch,BBL,16,143,208.0,7,32,2,1,23.8,8.73,29.71,22.38,20.43,0.0,0.0,2.0,2/17.0,105
KK Cooper,PSL,6,104,157.0,7,40,4,2,17.3,9.06,22.43,38.46,14.86,0.0,1.0,4.0,4/25.0,7
Ma Qiancheng,T20I,9,161,200.0,7,80,16,0,26.8,7.45,28.57,49.69,23.0,0.0,0.0,2.0,2/14.0,10
SC Getkate,ODI,4,192,145.0,7,113,2,0,32.0,4.53,20.71,58.85,27.43,0.0,0.0,2.0,2/28.0,4
Jay Odedra,T20I,11,180,222.0,7,68,2,0,30.0,7.4,31.71,37.78,25.71,0.0,0.0,2.0,2/12.0,11
Swapnil Singh,IPL,14,163,241.0,7,39,2,1,27.2,8.87,34.43,23.93,23.29,0.0,0.0,2.0,2/28.0,14
DJ Willey,IPL,11,216,272.0,7,84,5,0,36.0,7.56,38.86,38.89,30.86,0.0,0.0,2.0,2/15.0,11
Sumaiya Siddiqi,T20I,9,162,131.0,7,96,5,0,27.0,4.85,18.71,59.26,23.14,0.0,0.0,3.0,3/9.0,10
Sufyan Mehmood,ODI,6,209,147.0,7,116,3,0,34.8,4.22,21.0,55.5,29.86,0.0,0.0,3.0,3/15.0,8
Amjad Javed,ODI,13,511,507.0,7,277,15,1,85.2,5.95,72.43,54.21,73.0,0.0,0.0,3.0,3/60.0,13
A Munisar,ODI,9,336,265.0,7,188,10,0,56.0,4.73,37.86,55.95,48.0,0.0,0.0,2.0,2/15.0,10
Y Fourie,ODI,6,223,150.0,7,145,13,1,37.2,4.04,21.43,65.02,31.86,0.0,0.0,3.0,3/17.0,6
KIC Asalanka,T20I,16,190,247.0,7,59,3,0,31.7,7.8,35.29,31.05,27.14,0.0,0.0,3.0,3/48.0,68
Kainat Imtiaz,ODI,12,426,460.0,7,199,25,0,71.0,6.48,65.71,46.71,60.86,0.0,0.0,3.0,3/49.0,15
XJ Doherty,Test,4,918,548.0,7,678,0,0,153.0,3.58,78.29,73.86,131.14,0.0,0.0,3.0,3/131.0,4
AA Wagh,T20I,5,88,103.0,7,42,4,0,14.7,7.02,14.71,47.73,12.57,1.0,0.0,5.0,5/13.0,5
JL Martel,T20I,3,66,59.0,7,30,2,0,11.0,5.36,8.43,45.45,9.43,0.0,0.0,3.0,3/15.0,3
JL Hunter,ODI,9,314,200.0,7,220,7,1,52.3,3.82,28.57,70.06,44.86,0.0,0.0,2.0,2/15.0,9
MJG Rippon,ODI,6,240,200.0,7,124,2,0,40.0,5.0,28.57,51.67,34.29,0.0,1.0,4.0,4/37.0,6
SPD Smith,BBL,6,108,145.0,7,36,1,0,18.0,8.06,20.71,33.33,15.43,0.0,0.0,3.0,3/26.0,39
SP Gauchan,T20I,6,138,126.0,7,76,1,0,23.0,5.48,18.0,55.07,19.71,0.0,0.0,3.0,3/9.0,7
Jahandad Khan,T20I,8,109,211.0,7,38,2,1,18.2,11.61,30.14,34.86,15.57,0.0,0.0,2.0,2/30.0,8
AD Mascarenhas,BBL,6,138,201.0,7,56,3,0,23.0,8.74,28.71,40.58,19.71,0.0,0.0,2.0,2/27.0,6
N Hirani,T20I,5,96,94.0,7,50,1,0,16.0,5.88,13.43,52.08,13.71,0.0,1.0,4.0,4/21.0,7
RN Patel,T20I,7,50,51.0,7,23,0,0,8.3,6.12,7.29,46.0,7.14,0.0,0.0,2.0,2/1.0,47
T Abdulquadri,T20I,5,115,98.0,7,69,11,2,19.2,5.11,14.0,60.0,16.43,0.0,0.0,3.0,3/17.0,6
B Akhil,IPL,13,189,242.0,7,64,4,1,31.5,7.68,34.57,33.86,27.0,0.0,0.0,2.0,2/17.0,15
T Kahamker,T20I,3,60,70.0,7,27,5,0,10.0,7.0,10.0,45.0,8.57,0.0,0.0,3.0,3/8.0,6
XC Bartlett,IPL,13,262,484.0,7,84,7,1,43.7,11.08,69.14,32.06,37.43,0.0,0.0,2.0,2/9.0,13
Waqar Younis,ODI,4,183,177.0,7,108,6,2,30.5,5.8,25.29,59.02,26.14,0.0,0.0,2.0,2/37.0,6
Y Venugopal Rao,IPL,20,216,337.0,7,60,6,0,36.0,9.36,48.14,27.78,30.86,0.0,0.0,2.0,2/23.0,65
Y Fourie,T20I,7,84,107.0,7,33,6,0,14.0,7.64,15.29,39.29,12.0,0.0,0.0,3.0,3/20.0,8
S Chaudhary,T20I,9,131,180.0,7,68,21,1,21.8,8.24,25.71,51.91,18.71,0.0,0.0,3.0,3/15.0,9
S Chaturongrattana,ODI,7,282,185.0,7,177,5,0,47.0,3.94,26.43,62.77,40.29,0.0,0.0,3.0,3/19.0,8
GC Viljoen,CPL,7,138,196.0,7,57,8,0,23.0,8.52,28.0,41.3,19.71,0.0,0.0,3.0,3/12.0,8
S Crowie,T20I,6,105,96.0,7,56,0,0,17.5,5.49,13.71,53.33,15.0,0.0,0.0,2.0,2/5.0,9
M Ntini,T20I,10,192,298.0,7,77,6,0,32.0,9.31,42.57,40.1,27.43,0.0,0.0,3.0,3/19.0,10
DM Kimmince,ODI,5,142,95.0,7,87,4,0,23.7,4.01,13.57,61.27,20.29,1.0,0.0,5.0,5/26.0,5
Silda Joy,T20I,3,66,44.0,7,39,10,0,11.0,4.0,6.29,59.09,9.43,0.0,0.0,3.0,3/9.0,3
Sidhant Singh,T20I,8,138,216.0,7,38,12,0,23.0,9.39,30.86,27.54,19.71,0.0,0.0,2.0,2/25.0,11
HS Baidwan,T20I,7,127,157.0,7,54,6,1,21.2,7.42,22.43,42.52,18.14,0.0,0.0,3.0,3/29.0,7
Andre Jarju,T20I,8,145,248.0,7,46,12,1,24.2,10.26,35.43,31.72,20.71,0.0,0.0,3.0,3/39.0,8
Kerry Fraser,T20I,7,125,131.0,7,47,25,2,20.8,6.29,18.71,37.6,17.86,0.0,0.0,2.0,2/6.0,8
OA Shah,ODI,10,193,184.0,7,74,6,0,32.2,5.72,26.29,38.34,27.57,0.0,0.0,3.0,3/15.0,56
R Slater,ODI,5,186,136.0,7,120,13,2,31.0,4.39,19.43,64.52,26.57,0.0,0.0,3.0,3/6.0,5
R Shukla,IPL,7,123,208.0,7,44,7,3,20.5,10.15,29.71,35.77,17.57,0.0,0.0,2.0,2/24.0,7
NA Saini,ODI,7,393,454.0,7,185,10,3,65.5,6.93,64.86,47.07,56.14,0.0,0.0,2.0,2/57.0,7
AM Guruge,ODI,4,171,136.0,7,110,3,0,28.5,4.77,19.43,64.33,24.43,0.0,1.0,4.0,4/54.0,4
JM Watkin,T20I,7,123,132.0,7,59,3,0,20.5,6.44,18.86,47.97,17.57,0.0,0.0,3.0,3/7.0,9
AAP Atkinson,T20I,4,66,122.0,7,23,1,1,11.0,11.09,17.43,34.85,9.43,0.0,1.0,4.0,4/20.0,4
C Raack,ODI,4,201,120.0,7,118,10,3,33.5,3.58,17.14,58.71,28.71,0.0,0.0,3.0,3/19.0,4
A Mongar,T20I,7,86,84.0,7,39,2,0,14.3,5.86,12.0,45.35,12.29,0.0,0.0,2.0,2/3.0,7
Amoluk Singh,T20I,9,120,131.0,7,60,5,0,20.0,6.55,18.71,50.0,17.14,0.0,0.0,2.0,2/14.0,11
M Jobarteh,T20I,8,142,245.0,7,70,34,1,23.7,10.35,35.0,49.3,20.29,0.0,0.0,3.0,3/11.0,9
M Gouws,T20I,9,158,241.0,7,60,9,0,26.3,9.15,34.43,37.97,22.57,0.0,0.0,3.0,3/22.0,13
B Stanlake,IPL,6,144,200.0,7,64,6,0,24.0,8.33,28.57,44.44,20.57,0.0,0.0,2.0,2/21.0,6
S Tosic,T20I,9,102,169.0,7,39,1,0,17.0,9.94,24.14,38.24,14.57,0.0,0.0,2.0,2/10.0,22
RR Raje,IPL,10,140,209.0,7,41,4,1,23.3,8.96,29.86,29.29,20.0,0.0,0.0,2.0,2/16.0,10
CP Tremain,ODI,4,240,255.0,7,112,9,0,40.0,6.38,36.43,46.67,34.29,0.0,0.0,3.0,3/62.0,4
Arun Yadav,T20I,6,78,107.0,7,37,2,0,13.0,8.23,15.29,47.44,11.14,0.0,0.0,3.0,3/11.0,14
S Gimhani,T20I,7,109,127.0,7,52,4,1,18.2,6.99,18.14,47.71,15.57,0.0,0.0,3.0,3/9.0,7
S Gasteratos,T20I,3,53,51.0,7,31,9,0,8.8,5.77,7.29,58.49,7.57,0.0,0.0,3.0,3/10.0,3
S Channa,T20I,7,143,119.0,7,80,11,5,23.8,4.99,17.0,55.94,20.43,0.0,0.0,2.0,2/12.0,8
Gagandeep Singh,T20I,17,263,417.0,7,109,31,5,43.8,9.51,59.57,41.44,37.57,0.0,0.0,2.0,2/11.0,18
M Enkhzul,T20I,6,103,133.0,7,44,22,1,17.2,7.75,19.0,42.72,14.71,0.0,1.0,4.0,4/20.0,7
DJ Mitchell,PSL,11,144,246.0,7,31,7,1,24.0,10.25,35.14,21.53,20.57,0.0,0.0,3.0,3/31.0,18
JF Kloppenburg,ODI,4,189,136.0,7,96,3,1,31.5,4.32,19.43,50.79,27.0,0.0,1.0,4.0,4/42.0,4
Faisal Akram,ODI,4,177,122.0,7,97,1,0,29.5,4.14,17.43,54.8,25.29,0.0,0.0,3.0,3/24.0,4
SCG MacGill,BBL,7,150,166.0,7,62,3,0,25.0,6.64,23.71,41.33,21.43,0.0,0.0,2.0,2/11.0,8
Shreya Voya,T20I,5,84,44.0,7,55,5,0,14.0,3.14,6.29,65.48,12.0,0.0,1.0,4.0,4/3.0,5
HL Harji,T20I,9,150,193.0,7,61,6,0,25.0,7.72,27.57,40.67,21.43,0.0,0.0,3.0,3/21.0,9
R Smith,T20I,7,108,131.0,7,40,7,0,18.0,7.28,18.71,37.04,15.43,0.0,0.0,2.0,2/14.0,9
S Dube,IPL,19,154,277.0,7,33,8,0,25.7,10.79,39.57,21.43,22.0,0.0,0.0,3.0,3/15.0,92
GB Hogg,T20I,15,294,373.0,7,108,6,0,49.0,7.61,53.29,36.73,42.0,0.0,0.0,2.0,2/31.0,15
C de Grandhomme,IPL,19,218,319.0,7,62,12,2,36.3,8.78,45.57,28.44,31.14,0.0,0.0,3.0,3/4.0,25
P Sarraf,ODI,10,322,251.0,7,174,4,0,53.7,4.68,35.86,54.04,46.0,0.0,0.0,2.0,2/45.0,12
BK Stroud,T20I,12,216,213.0,7,119,5,0,36.0,5.92,30.43,55.09,30.86,0.0,0.0,2.0,2/16.0,13
O Omonkhobio,T20I,12,189,162.0,7,107,1,2,31.5,5.14,23.14,56.61,27.0,0.0,0.0,2.0,2/14.0,13
AS Hansra,T20I,6,90,94.0,7,31,1,0,15.0,6.27,13.43,34.44,12.86,0.0,0.0,2.0,2/13.0,7
IC Simao,T20I,9,193,245.0,7,77,6,1,32.2,7.62,35.0,39.9,27.57,0.0,0.0,3.0,3/24.0,9
